res_id,rtr_pic_loc
"(8,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMDhfOTUg%2FMDAxNjA3NDEyOTUzNTQx.mYHoApfvAma7hEQQuwmLrJY9BHlHR1g8Ewvx0kwLwiog.hox7b4Bhd9aLOVJ01PUsZ7PZyxXHG2oeYM1gTf3PLuMg.JPEG.1127lucy%2FIMG_8259.jpg
"(8,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMDhfNiAg%2FMDAxNjA3NDEyNzg1NTgx.szbSR7CtXoeE9YBQtb9WMGXut0YVvjxjWJVVnzRgwEMg.NTpiL7ttgHFhCTgodlpp1BQALO0c9YY-CGaGSDv2Plog.JPEG.1127lucy%2FIMG_8254.jpg
"(8,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMDhfMTgx%2FMDAxNjA3NDEyODY3NjA0.gHC-K1WPwtmc8Xi_TQurqUy4WtxvB2j6ETej1dhdYC0g.CEFm8Dg7rrKGlyHVOmONJBs_ay-ThSvT-FBOZjskuGog.GIF.1127lucy%2F1635814129.g
"(8,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAxMTlfMTIx%2FMDAxNjExMDQyNDMyMTY1.uj05Kic94JKYhR6TtJ_PsTtYMydyEGEpQ0uxxLK3IpAg.ijkasipH0mxcCxKgHgIfWhiji90HM7MZW6qTEif4AwIg.JPEG.syrd845%2FKakaoTalk_20210119_161703705_04.jpg
"(9,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200710_32%2F1594365694136YEpww_JPEG%2FKL6NoLli8Ounchlm27S-3k0S.jpg
"(9,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_241%2F1594630144129VAGJE_JPEG%2FckNgtexCEAwFWWoESnqMK9Ej.jpg
"(9,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_116%2F1594630150283lHE15_JPEG%2Fbf7_js2Jp7wiXMiIwOz511gf.jpg
"(9,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_62%2F1594630157302TJHay_JPEG%2Fwb6oqp2Ojy16nvZhioYDBibM.jpg
"(9,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_82%2F1594630164811iLAj0_JPEG%2Fsm5m43qfhYqwstYrMB1z1cQP.jpg
"(10,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191101_235%2F15726054695090ecWw_JPEG%2FYQ4tVNQTdEswxOw99a6SY8TO.jpeg.jpg
"(10,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190911_91%2F1568168680870U5WEL_JPEG%2FVnwbmUGjaphg-g_mqjnwuDOY.jpg
